level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
Secondary Metabolism,Biosynthesis of phenylpropanoids,Salicylic_acid_biosynthesis1,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Secondary Metabolism,Biosynthesis of phenylpropanoids,Tannin_biosynthesis,Dihydroflavonol-4-reductase (EC 1.1.1.219),2,3,0,2,5,2,6,4,5,4,7,8,5,6,8,4,4,5,6,4,5,0,2,3,9,6,6,2,4,6,1,4,3,0,2,6,5,8,0,7
Secondary Metabolism,Lipid-derived mediators,Cannabinoid_biosynthesis,Fatty-acid amide hydrolase (EC 3.1.-.-),1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Secondary Metabolism,Plant Alkaloids,Alkaloid_biosynthesis_from_L-lysine,2-hydroxyphytanoyl-CoA lyase-related protein [EC:4.1.-.-],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Plant Alkaloids,Alkaloid_biosynthesis_from_L-lysine,Deoxyhypusine synthase,22,20,24,10,20,20,19,11,22,23,30,25,23,27,21,28,14,23,19,19,16,19,6,24,16,20,13,21,13,18,14,27,10,35,18,5,14,37,28,32
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,29,47,37,27,45,24,38,36,14,30,22
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28),6,5,8,16,8,21,8,7,13,20,12,12,11,8,8,13,18,6,12,13,18,13,5,5,12,8,12,2,14,14,4,13,9,15,15,17,14,8,16,7
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Indole-3-pyruvate decarboxylase (EC 4.1.1.74),1,0,0,0,1,0,0,1,2,1,1,1,1,0,1,1,0,1,1,0,3,1,0,0,0,0,0,1,2,2,0,2,0,0,0,2,0,0,0,0
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Indole-acetamide hydrolase,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Nitrilase 1 (EC 3.5.5.1),0,2,1,0,0,2,1,0,2,3,2,0,0,0,1,1,2,1,2,0,2,1,0,0,1,1,1,1,1,1,2,2,0,0,1,0,0,0,1,0
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Nitrilase 2 (EC 3.5.5.1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Tryptophan synthase alpha chain (EC 4.2.1.20),24,27,24,30,15,17,30,14,21,28,18,15,22,17,17,22,24,21,22,29,19,35,18,24,31,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Secondary Metabolism,Plant Hormones,Auxin_biosynthesis,Tryptophan synthase beta chain (EC 4.2.1.20),51,30,45,45,54,49,54,53,52,46,50,66,51,57,57,48,72,63,36,50,66,55,50,32,51,65,30,47,58,47,44,44,53,62,41,41,60,50,54,39
Secondary Metabolism,Plant Hormones,Auxin_degradation,Peroxidase (EC 1.11.1.7),29,33,30,18,18,23,24,20,28,26,25,29,25,28,34,23,25,22,21,15,30,41,20,27,28,45,20,23,42,27,21,32,32,33,22,15,21,20,22,22
Secondary Metabolism,Plant Octadecanoids,Octadecanoids,Oxidase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Secondary Metabolism,Plant Octadecanoids,Octadecanoids,12-oxophytodienoate reductase (OPR3)(DDE1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Secondary Metabolism,Plant Octadecanoids,Octadecanoids,Lipoxygenase (EC 1.13.11.12),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stress Response,Acid stress,Acid_resistance_mechanisms,Arginine decarboxylase (EC 4.1.1.19),13,6,13,13,11,12,12,14,19,9,8,13,5,12,11,11,10,16,11,8,4,6,6,12,4,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Acid stress,Acid_resistance_mechanisms,Arginine/agmatine antiporter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Acid stress,Acid_resistance_mechanisms,Glutamate decarboxylase (EC 4.1.1.15),7,10,2,3,5,9,15,9,6,3,3,6,8,6,7,0,3,6,3,4,9,5,1,3,7,4,8,3,5,5,2,3,4,4,6,8,9,5,7,2
Stress Response,Acid stress,Acid_resistance_mechanisms,Probable glutamate/gamma-aminobutyrate antiporter,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Stress Response,Acid stress,Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus,Glutamate transport ATP-binding protein,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspA,24,20,12,17,19,15,14,11,19,18,20,20,15,17,19,17,21,27,18,12,21,16,12,17,22,17,28,13,14,19,20,12,19,27,19,12,10,15,16,24
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspB,0,7,4,7,0,2,2,2,4,3,5,2,2,2,0,2,0,2,3,3,6,2,2,0,8,1,4,2,0,1,0,3,2,4,0,6,2,1,5,2
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspC,2,8,9,9,10,10,10,12,6,5,7,12,11,9,5,7,12,6,7,6,13,8,1,5,6,7,9,13,11,5,6,8,16,4,11,9,5,5,10,14
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspD,3,2,1,1,4,0,4,4,5,3,0,3,1,2,3,1,1,2,4,3,3,1,2,3,4,1,2,0,1,0,2,1,1,3,1,0,4,2,1,3
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspE,4,2,2,4,2,4,2,4,5,1,8,6,8,4,4,6,3,3,8,5,6,3,2,2,5,9,0,0,1,3,3,5,2,12,4,3,5,3,4,2
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspF,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,0,1,2,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspG,9,5,4,11,7,3,4,5,10,4,9,7,6,8,10,12,5,10,14,8,4,4,7,6,5,8,6,4,5,8,10,4,5,5,4,5,4,7,5,7
Stress Response,Cold shock,"Cold_shock,_CspA_family_of_proteins",Cold shock protein CspI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Aldolase YihT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Aldose-ketose isomerase YihS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,"Glucuronide transport protein YihP, homologous to YihO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Oxidoreductase YihU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Sugar kinase YihV,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Sugar-1-epimerase YihR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Dessication stress,O-antigen_capsule_important_for_environmental_persistence,Alpha-glucosyltransferase YihQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stress Response,Detoxification,Glutathione-dependent_pathway_of_formaldehyde_detoxification,Glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,5,4,3,0,2
Stress Response,Detoxification,Glutathione-dependent_pathway_of_formaldehyde_detoxification,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),23,13,10,7,13,16,11,10,22,10,13,15,17,23,9,23,16,23,26,16,6,38,14,22,19,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Detoxification,Glutathione-dependent_pathway_of_formaldehyde_detoxification,S-formylglutathione hydrolase (EC 3.1.2.12),4,4,6,4,3,8,0,5,6,4,4,1,6,5,2,2,2,12,7,5,3,4,5,4,1,5,6,5,5,2,4,1,3,4,6,5,9,3,3,7
Stress Response,Detoxification,Glutathione-dependent_pathway_of_formaldehyde_detoxification,"Transcriptional regulator, LysR family, in formaldehyde detoxification operon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Detoxification,Glutathione-dependent_pathway_of_formaldehyde_detoxification,FrmR: Negative transcriptional regulator of formaldehyde detoxification operon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Detoxification,Tellurite_resistance:_Chromosomal_determinants,Tellurite resistance protein TehA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Detoxification,Tellurite_resistance:_Chromosomal_determinants,Tellurite resistance protein TehB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,DedA protein,14,16,6,10,5,11,9,17,16,16,16,8,9,7,9,15,8,5,15,15,7,17,12,9,12,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,16,11,26,16,18,15,20,27,17,11,20
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,"Various polyols ABC transporter, ATP-binding component",3,10,3,6,1,3,5,1,7,4,2,5,7,6,5,5,3,4,6,4,7,8,9,5,4,3,6,6,5,5,3,9,3,5,7,11,5,2,7,5
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,"Various polyols ABC transporter, periplasmic substrate-binding protein",3,6,5,1,6,6,7,1,8,0,1,4,9,12,0,5,4,10,3,5,3,5,5,1,3,7,9,9,6,7,2,5,3,4,0,5,2,1,10,3
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,"Various polyols ABC transporter, permease component 1",1,6,5,3,4,7,6,6,2,2,4,2,6,10,2,3,5,1,4,4,3,9,2,3,4,4,1,3,3,1,1,1,3,3,3,3,1,3,4,15
Stress Response,Detoxification,Uptake_of_selenate_and_selenite,"Various polyols ABC transporter, permease component 2",4,5,7,2,6,4,5,0,8,9,7,1,4,3,2,2,5,4,4,11,8,6,4,5,3,5,2,1,7,0,3,5,0,3,0,4,2,6,0,2
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Chaperone protein DnaJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,41,0,43,50,55,77,66,71,44,63,30,55,68
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Chaperone protein DnaK,111,116,103,131,91,119,149,121,131,119,123,102,110,129,131,85,86,113,139,118,156,132,85,95,121,140,0,0,84,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,FIG001341: Probable Fe(2+)-trafficking protein YggX,3,5,5,2,0,1,0,2,2,1,8,0,2,1,3,5,7,4,2,2,4,0,2,0,0,2,3,5,8,0,3,0,2,2,1,7,1,1,5,3
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,FIG009886: phosphoesterase,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Heat-inducible transcription repressor HrcA,35,31,16,29,23,41,21,29,20,20,26,35,31,43,39,33,30,20,40,20,35,44,18,17,34,22,40,22,25,24,17,16,39,29,11,35,20,25,21,25
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)",22,14,17,20,15,38,20,13,20,20,20,14,16,21,28,24,16,22,12,15,7,24,16,8,20,15,11,24,18,23,14,8,18,17,13,20,23,12,14,17
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,"Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,10,15,5,7,16,7,13,8,8,5
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Ribonuclease PH (EC 2.7.7.56),28,22,25,25,41,45,23,37,35,33,25,27,22,39,27,24,33,21,17,19,51,39,29,36,34,32,19,34,47,21,37,34,27,27,38,29,27,28,29,22
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Ribosomal protein L11 methyltransferase (EC 2.1.1.-),13,17,15,5,13,17,16,8,9,10,7,12,26,9,13,10,8,21,20,9,12,16,7,10,9,15,10,7,17,18,8,11,5,12,12,10,14,5,17,12
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,12,4,15,5,10,8,14,12,10,16,13
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,RNA polymerase sigma factor RpoH,11,11,4,11,3,6,11,10,7,1,5,2,15,12,10,4,17,7,11,6,8,10,15,9,14,7,7,4,5,3,1,6,11,7,6,10,19,12,5,13
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Signal peptidase-like protein,4,3,9,6,2,8,7,10,3,0,2,4,3,8,6,7,7,1,1,11,5,12,5,2,3,0,3,8,4,3,3,5,7,13,7,8,6,6,6,3
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,tmRNA-binding protein SmpB,20,27,22,23,18,13,33,15,9,22,18,29,9,17,18,9,18,11,29,15,36,27,17,18,20,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Stress Response,Heat shock,Heat_shock_dnaK_gene_cluster_extended,Xanthosine/inosine triphosphate pyrophosphatase,4,2,0,0,1,2,0,2,2,1,2,1,2,2,0,1,2,1,1,3,0,0,0,0,2,3,1,4,2,2,0,1,3,3,3,3,2,2,0,0
Stress Response,NULL,Bacterial_hemoglobins,Cyanoglobin,0,0,0,0,1,1,3,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,3,1,0,2,1,0,0,0,0,0,1,0,1,0,0
Stress Response,NULL,Bacterial_hemoglobins,diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s),48,66,41,46,37,60,44,46,49,43,41,47,50,54,46,46,39,41,33,43,52,57,39,42,48,39,47,32,62,43,31,56,51,49,37,74,36,36,60,50
Stress Response,NULL,Bacterial_hemoglobins,Flavohemoprotein,1,2,2,1,0,2,0,1,3,1,1,3,0,0,0,4,1,2,2,0,1,4,1,3,0,4,1,4,4,2,1,1,2,0,1,3,2,1,1,3
Stress Response,NULL,Bacterial_hemoglobins,Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17),3,7,2,2,4,3,0,0,2,6,2,5,4,3,1,2,3,2,0,1,6,2,1,2,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Bacterial_hemoglobins,Hemoglobin-like protein HbO,4,8,8,7,8,0,4,6,4,4,0,12,4,5,2,0,1,1,2,3,11,10,5,6,6,4,8,5,2,4,3,7,4,2,9,1,11,5,1,10
Stress Response,NULL,Bacterial_hemoglobins,Hypothetical protein in Cyanoglobin locus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Bacterial_hemoglobins,Protein containing plastocyanin/azurin family domain,2,1,0,0,2,0,2,1,0,2,2,1,1,1,2,0,0,3,1,0,2,0,1,1,0,0,1,3,0,1,0,3,3,2,2,0,0,1,0,4
Stress Response,NULL,Bacterial_hemoglobins,Putative bacterial haemoglobin,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0,4,2,1,1,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0
Stress Response,NULL,Carbon_Starvation,Carbon starvation protein A,19,31,22,11,31,14,33,12,23,27,18,20,10,14,23,26,11,17,8,14,27,7,15,11,14,22,24,18,20,10,23,19,21,21,15,32,15,14,26,10
Stress Response,NULL,Carbon_Starvation,Carbon storage regulator,6,10,4,1,12,7,10,6,5,10,9,6,11,9,5,5,6,8,9,6,10,6,13,2,6,3,8,6,4,3,4,13,6,4,6,9,5,4,3,5
Stress Response,NULL,Carbon_Starvation,Starvation sensing protein RspA,10,5,11,6,9,10,8,11,9,3,13,12,12,12,12,11,13,13,18,10,13,20,10,3,14,11,10,17,8,3,8,5,15,21,6,19,6,4,14,6
Stress Response,NULL,Carbon_Starvation,Starvation sensing protein RspB,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Carbon_Starvation,Stringent starvation protein A,1,2,0,4,4,0,4,1,3,0,0,0,1,1,1,1,2,3,0,0,1,3,0,0,2,0,0,3,0,0,3,0,0,1,0,0,0,0,3,0
Stress Response,NULL,Carbon_Starvation,Stringent starvation protein B,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,2,1,4,2
Stress Response,NULL,Carbon_Starvation,Starvation lipoprotein Slp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stress Response,NULL,Commensurate_regulon_activation,Right origin-binding protein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Dimethylarginine_metabolism,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",4,7,3,5,3,9,7,8,10,1,7,8,12,5,6,11,2,13,5,10,3,6,3,6,9,7,15,8,12,1,2,16,11,15,8,8,1,7,8,2
Stress Response,NULL,Dimethylarginine_metabolism,Protein arginine N-methyltransferase 1 (EC 2.1.1.-),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Stress Response,NULL,Flavohaemoglobin,"3-phenylpropionate dioxygenase, alpha subunit (EC 1.14.12.19)",0,3,0,1,0,1,0,1,2,0,0,1,2,0,2,2,0,0,3,0,0,0,0,1,0,4,1,3,0,4,0,1,2,0,2,2,1,0,0,0
Stress Response,NULL,Flavohaemoglobin,"3-phenylpropionate dioxygenase, beta subunit (EC 1.14.12.19)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Stress Response,NULL,Flavohaemoglobin,"ABC-type Fe3+-siderophore transport system, permease 2 component",0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Flavohaemoglobin,Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,2,1,3,3,4,1,2,0,3
Stress Response,NULL,Hfl_operon,GTP-binding protein HflX,14,10,9,17,9,14,17,10,11,10,13,14,16,14,4,14,12,12,20,10,12,16,15,14,9,15,20,8,12,19,9,16,17,14,13,15,22,9,15,9
Stress Response,NULL,Hfl_operon,GTP-binding protein related to HflX,0,2,0,2,0,1,4,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Stress Response,NULL,Hfl_operon,HflC protein,10,4,8,2,4,6,2,3,10,4,4,5,6,13,10,2,8,6,11,2,6,1,2,6,4,10,6,6,7,3,8,4,11,6,6,8,10,4,3,7
Stress Response,NULL,Hfl_operon,HflK protein,7,8,4,10,7,6,8,10,6,14,8,10,3,10,11,2,12,9,7,6,7,8,6,5,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Hfl_operon,Putative inner membrane protein YjeT (clustered with HflC),1,0,0,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
Stress Response,NULL,Hfl_operon,RNA-binding protein Hfq,4,3,6,1,7,4,2,3,3,5,3,11,12,7,2,6,6,7,4,1,10,7,8,4,7,8,2,3,5,9,5,3,5,7,9,4,2,4,1,2
Stress Response,NULL,Phage_shock_protein_(psp)_operon,Phage shock protein A,22,17,14,20,13,14,15,16,11,16,13,13,21,16,18,22,10,9,16,16,10,17,16,13,12,20,25,16,17,15,11,4,23,13,22,15,9,11,6,9
Stress Response,NULL,Phage_shock_protein_(psp)_operon,Phage shock protein B,0,1,2,2,0,2,0,0,0,1,1,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stress Response,NULL,Phage_shock_protein_(psp)_operon,Phage shock protein C,2,1,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,1,3,2,0,1,0,0,1,3,1,2,0,0,1,1,0,0,0,1,1,3
Stress Response,NULL,Phage_shock_protein_(psp)_operon,Phage shock protein E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Phage_shock_protein_(psp)_operon,Phage shock protein E precursor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,SigmaB_stress_responce_regulation,anti sigma b factor antagonist RsbV,8,8,10,6,5,5,9,7,6,10,11,5,4,13,3,4,8,4,13,1,8,5,8,1,11,3,12,3,2,8,12,9,3,2,4,6,2,6,5,5
Stress Response,NULL,SigmaB_stress_responce_regulation,anti-sigma B factor RsbT,4,3,6,8,5,6,1,4,3,9,5,12,6,3,4,4,7,0,3,0,3,5,7,1,5,8,1,1,4,2,9,0,5,3,2,2,5,2,4,1
Stress Response,NULL,SigmaB_stress_responce_regulation,Putative SigmaB asociated two-component system sensor protein,13,14,14,21,14,11,14,16,10,19,22,22,12,11,8,24,22,21,15,15,19,19,12,5,8,5,19,16,14,11,16,7,17,22,11,13,19,15,12,12
Stress Response,NULL,SigmaB_stress_responce_regulation,"RsbR, positive regulator of sigma-B",9,4,9,10,3,4,2,6,11,6,5,5,4,9,7,5,7,2,1,2,4,9,11,1,5,3,15,7,8,13,7,12,11,7,7,4,5,8,3,12
Stress Response,NULL,SigmaB_stress_responce_regulation,"RsbS, negative regulator of sigma-B",1,6,9,3,7,0,2,2,3,7,2,1,5,4,4,1,7,4,5,0,3,7,5,5,3,1,1,2,6,3,2,5,1,4,3,2,1,0,6,3
Stress Response,NULL,SigmaB_stress_responce_regulation,"Serine phosphatase RsbU, regulator of sigma subunit",29,17,26,29,14,42,15,16,14,32,14,22,18,23,21,27,29,28,19,15,25,24,24,20,17,17,30,35,30,15,18,21,22,30,17,22,25,18,20,27
Stress Response,NULL,SigmaB_stress_responce_regulation,Serine-protein kinase rsbW (EC 2.7.11.1),2,3,4,2,1,0,1,2,3,0,1,4,6,4,1,3,8,1,6,1,2,1,4,0,5,2,1,1,1,2,7,2,0,4,0,2,5,2,6,3
Stress Response,NULL,Universal_stress_protein_family,Universal stress protein E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stress Response,NULL,Universal_stress_protein_family,Universal stress protein F,2,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,0
