level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Phe",Protein with domain from phenylalanyl-tRNA synthetase alpha chain,0,1.30E-05,3.47E-05,2.94E-05,0,0,1.48E-05,1.95E-05,2.83E-05,0,1.56E-05,6.63E-05,1.87E-05,0,0,0,8.39E-06,0,1.56E-05,3.85E-05,8.71E-06,0,9.99E-06,0
Protein Metabolism,Protein degradation,Metalloendopeptidases_(EC_3.4.24.-),"Pseudolysin, extracellular zinc protease (EC 3.4.24.26)",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,8.39E-06,0,0,0,0,1.34E-05,0,7.87E-06
Protein Metabolism,Protein degradation,"Proteolysis_in_bacteria,_ATP-dependent",Putative ATP:guanido phosphotransferase YacI (EC 2.7.3.-),0,0,8.66E-06,0,0,0,1.48E-05,0,0,1.50E-05,0,0,0,0,3.39E-05,4.15E-05,1.68E-05,0,2.35E-05,1.28E-05,2.61E-05,2.68E-05,9.99E-06,0
Protein Metabolism,Protein biosynthesis,"tRNA_aminoacylation,_Lys",Putative membrane protein found fused to lysyl-tRNA synthetase like protein,0,0.000103846,0.00019058,8.82E-05,4.05E-05,0,0.00011854,0.000165774,0.000197802,7.49E-05,7.81E-05,0.000154696,7.46E-05,0.000101399,6.78E-05,8.30E-05,0.000142662,0.000159944,5.47E-05,0.000128246,0.00013943,9.38E-05,6.99E-05,0.000118031
Protein Metabolism,Protein degradation,Omega_peptidases_(EC_3.4.19.-),Pyrrolidone-carboxylate peptidase (EC 3.4.19.3),0,1.30E-05,0,0,0,0,0,1.95E-05,0,0,3.12E-05,0,0,0,1.13E-05,0,0,0,7.82E-06,2.56E-05,0,0,9.99E-06,0
Protein Metabolism,Protein biosynthesis,Nucleolar_protein_complex,"RNA helicase, putative",0.000105636,5.19E-05,2.60E-05,5.88E-05,2.03E-05,7.39E-05,8.89E-05,7.80E-05,8.48E-05,7.49E-05,1.56E-05,8.84E-05,0,6.76E-05,4.52E-05,4.15E-05,7.55E-05,7.00E-05,3.91E-05,2.56E-05,7.84E-05,9.38E-05,6.99E-05,9.44E-05
Protein Metabolism,Protein biosynthesis,Ribosome_biogenesis_bacterial,"RNA pseudouridylate synthase, group 1",0,0,0,2.94E-05,0,3.70E-05,0,9.75E-06,0,0,0,2.21E-05,0,0,1.13E-05,0,8.39E-06,1.00E-05,2.35E-05,2.56E-05,8.71E-06,1.34E-05,3.00E-05,0
Protein Metabolism,Protein biosynthesis,Ribosome_biogenesis_bacterial,Ribonuclease E (EC 3.1.26.12),0.000158453,0.000207692,0.000320521,0.00020587,0.000344401,0.000480591,0.000311166,0.000360803,0.000197802,0.00043462,0.000374865,0.000265193,0.000186532,0.000304198,0.00021459,0.00045628,0.000243364,0.000339881,0.000312754,0.000282142,0.000331146,0.000375109,0.000299575,0.000299012
Protein Metabolism,Protein biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70),2.64E-05,0.000129808,0.000103953,0.00011764,0.000121553,0,0.00011854,0.000175526,0.000282574,4.50E-05,9.37E-05,0.000132597,0.000205186,0.000101399,0.000112942,4.15E-05,0.000218189,4.00E-05,0.000172015,0.000128246,0.000122001,0.000174158,0.000139801,6.30E-05
Protein Metabolism,Protein processing and modification,Ribosomal_protein_S12p_Asp_methylthiotransferase,Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase,0.000713041,0.000713943,0.000684356,0.000558791,0.000709062,0.000591497,0.000607515,0.000682601,0.000621662,0.000554515,0.000640395,0.000574586,0.000559597,0.000574596,0.000609887,0.00078812,0.000604214,0.000579797,0.000719334,0.000384739,0.000592577,0.000643044,0.000479319,0.000535075
Protein Metabolism,Protein biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal protein S6 glutaminyl transferase,0.000264089,0.000103846,3.47E-05,2.94E-05,4.05E-05,0,4.45E-05,2.93E-05,0,8.99E-05,0,8.84E-05,7.46E-05,0,0.000112942,0,8.39E-06,3.00E-05,6.26E-05,2.56E-05,0,6.70E-05,0,7.87E-05
Protein Metabolism,Protein biosynthesis,Ribosome_activity_modulation,Ribosomal subunit interface protein,0.000264089,0.000246635,0.000207906,0.000441151,0.000101295,7.39E-05,0.000207444,0.00040956,0.000141287,0.000209816,0.000452962,0.000243094,0.000167879,0.000219699,0.000271061,0.00024888,0.000260148,0.000149948,0.000265841,0.000192369,0.000235288,0.000214348,0.000249646,0.000180981
Protein Metabolism,Protein biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-L7p-serine acetyltransferase,5.28E-05,0,2.60E-05,2.94E-05,0,3.70E-05,2.96E-05,0,0,0,3.12E-05,6.63E-05,0,3.38E-05,0,4.15E-05,2.52E-05,1.00E-05,1.56E-05,5.13E-05,1.74E-05,2.68E-05,3.00E-05,2.36E-05
Protein Metabolism,Protein processing and modification,Ribosomal_protein_S5p_acylation,Ribosomal-protein-S5p-alanine acetyltransferase,5.28E-05,0.000181731,0.000129941,0.00011764,8.10E-05,0.000184843,0.000103722,0.000117017,0.000310831,0.00019483,0.000218671,0.000198895,0.000298452,5.07E-05,0.000169413,0.00029036,0.000142662,0.000139951,0.000195471,0.000153895,0.00020043,0.000147364,0.000139801,0.000157375
Protein Metabolism,Protein biosynthesis,Translation_elongation_factor_G_family,Ribosome protection-type tetracycline resistance related proteins,0.000158453,3.89E-05,0.000121278,8.82E-05,6.08E-05,3.70E-05,0.000162992,0.00013652,0,0.000104908,1.56E-05,0.000110497,0.000130573,0.000101399,0.000124236,8.30E-05,9.23E-05,6.00E-05,3.91E-05,6.41E-05,6.10E-05,9.38E-05,3.99E-05,0.000149506
Protein Metabolism,Protein biosynthesis,Translation_termination_factors_bacterial,Ribosome recycling factor,0.000580996,0.000324519,0.000493776,0.00032351,0.000384919,0.000406654,0.000592698,0.000624092,0.000339088,0.000539528,0.000577917,0.000685083,0.000559597,0.000422497,0.000508239,0.00091256,0.000318891,0.000539811,0.000594233,0.000512985,0.000392147,0.000254538,0.000609135,0.000401306
Protein Metabolism,Protein biosynthesis,Universal_GTPases,Ribosome small subunit-stimulated GTPase EngC,0.000158453,0.000350481,0.000346509,0.00020587,0.000121553,0.000184843,0.000222262,0.000195029,0.000282574,0.000359685,0.000140574,0.000132597,0.000317105,0.000219699,0.000440474,0.00012444,0.000318891,0.000499825,0.000226747,0.000179545,0.000165573,0.000160761,0.000199716,0.000299012
Protein Metabolism,Selenoproteins,Selenocysteine_metabolism,SECIS-binding protein 2,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,rRNAs,SSU rRNA,0,0,8.66E-06,0,0,0,1.48E-05,1.95E-05,0,0,0,2.21E-05,3.73E-05,1.69E-05,0,0,0,0,1.56E-05,0,1.74E-05,1.34E-05,2.00E-05,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein MRP1, mitochondrial",0,1.30E-05,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein RSM22, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,4.15E-05,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein RSM24, mitochondrial",0,2.60E-05,0,0,0,0,0,0,0,0,0,2.21E-05,0,1.69E-05,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S10e,0,1.30E-05,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S10p (S20e),0.000633814,0.000285577,0.000372498,0.00041174,0.000384919,0.000369686,0.000370436,0.000263289,8.48E-05,0.000359685,0.000343627,0.00041989,0.000559597,0.000675995,0.000304943,0.00029036,0.000293715,0.000379867,0.000351848,0.000551459,0.000392147,0.000388506,0.000199716,0.000283275
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S10p (S20e), mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S11e (S17p),0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,4.15E-05,1.68E-05,0,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S11p (S14e),0.000765859,0.000597116,0.000563078,0.000794071,0.000648285,0.000295749,0.000800142,0.000624092,0.000423861,0.00043462,0.000312388,0.000287293,0.000615557,0.000659096,0.000384003,0.0004148,0.000562255,0.000489829,0.000516044,0.000577108,0.000505433,0.000415299,0.000509277,0.000582287
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S11p (S14e), mitochondrial",2.64E-05,0,8.66E-06,0,0,0,1.48E-05,0,0,0,0,2.21E-05,0,0,0,0,8.39E-06,0,0,0,0,1.34E-05,2.00E-05,2.36E-05
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S12e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,0,8.39E-06,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S12p (S23e),0.000369725,0.000467308,0.000320521,0.000529381,0.000324143,0.000369686,0.000533428,0.000604589,0.000367346,0.000404646,0.000390485,0.000353591,0.000354411,0.000473197,0.000316238,0.00037332,0.000377634,0.000609787,0.000492588,0.000589933,0.000409575,0.000428696,0.000519263,0.00044065
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S12p (S23e), chloroplast",5.28E-05,2.60E-05,8.66E-06,0,2.03E-05,3.70E-05,2.96E-05,9.75E-06,0,3.00E-05,0,6.63E-05,0,0,1.13E-05,4.15E-05,8.39E-06,5.00E-05,7.82E-06,0,2.61E-05,5.36E-05,0,3.15E-05
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S13e (S15p),0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S13p (S18e),0.00047536,0.000363462,0.000398486,0.000441151,0.000344401,0.000332717,0.00063715,0.000429063,0.000508633,0.000389659,0.000359246,0.000441989,0.000447678,0.000659096,0.000474357,0.00070516,0.000411201,0.000379867,0.000414399,0.000410388,0.000392147,0.000522473,0.000409419,0.000354094
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S13p (S18e), chloroplast",2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S13p (S18e), mitochondrial",7.92E-05,1.30E-05,8.66E-06,0,2.03E-05,0,1.48E-05,0,0,1.50E-05,0,0,0,0,0,0,8.39E-06,1.00E-05,0,0,8.71E-06,4.02E-05,0,1.57E-05
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S14p (S29e), chloroplast",0.000158453,6.49E-05,8.66E-06,2.94E-05,2.03E-05,0,1.48E-05,1.95E-05,0,5.99E-05,1.56E-05,0,0,1.69E-05,3.39E-05,0,3.36E-05,0,7.82E-06,0,1.74E-05,4.02E-05,9.99E-06,0.000102294
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S15Ae (S8p),2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,8.39E-06,0,0,0,8.71E-06,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S15e (S19p),0,0,0,0,0,0,1.48E-05,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S15p (S13e),0.000343316,0.000350481,0.000372498,0.00023528,0.000425437,0.000665434,0.000444523,0.000292543,0.000282574,0.000359685,0.00024991,0.000441989,0.000354411,0.000270398,0.000361414,0.00045628,0.000201405,0.000309892,0.000281479,0.000294966,0.000348575,0.000348315,0.000339518,0.000456387
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S15p (S13e), chloroplast",0,1.30E-05,0,0,8.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71E-06,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S15p (S13e), mitochondrial",0,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S16e (S9p),0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,8.39E-06,0,0,0,2.61E-05,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S16p, chloroplast",0,0,0,0,0,0,0,1.95E-05,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S16p, mitochondrial",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S17e,0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,8.39E-06,1.00E-05,7.82E-06,0,0,1.34E-05,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S17p (S11e),0.000396134,0.00016875,0.000216568,0.00017646,0.00018233,0.000184843,0.000237079,0.000282792,0.000367346,0.000389659,0.000468582,0.00039779,0.000242492,0.000540796,0.00021459,0.00037332,0.000344067,0.000269906,0.000234566,0.000307791,0.000165573,0.000267935,0.000419404,0.000204587
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S18e (S13p),0,0,0,0,0,0,1.48E-05,0,0,0,0,0,0,1.69E-05,0,4.15E-05,0,0,0,0,8.71E-06,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S18p, chloroplast",0,0,0,0,2.03E-05,3.70E-05,1.48E-05,1.95E-05,0,0,0,0,0,1.69E-05,0,4.15E-05,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S19e,0,0,0,2.94E-05,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,4.20E-05,0,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S19p (S15e),0.00073945,0.000480289,0.000433137,0.00026469,0.000324143,0.000591497,0.000444523,0.000312046,0.000395603,0.000449607,0.000218671,0.000464088,0.000373065,0.000405597,0.000361414,0.00033184,0.000302107,0.000259909,0.000359667,0.000320616,0.000331146,0.000482283,0.000299575,0.000369831
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S19p (S15e), chloroplast",2.64E-05,7.79E-05,8.66E-06,2.94E-05,4.05E-05,3.70E-05,1.48E-05,0,0,1.50E-05,0,0,1.87E-05,3.38E-05,1.13E-05,0,1.68E-05,1.00E-05,7.82E-06,0,0,0.000133967,2.00E-05,0.000157375
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S19p (S15e), mitochondrial",0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.13E-05,4.15E-05,0,0,0,0,8.71E-06,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S20e (S10p),0,2.60E-05,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S21e,0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S23e (S12p),0,0,8.66E-06,0,0,0,0,9.75E-06,0,1.50E-05,0,2.21E-05,0,0,1.13E-05,0,0,3.00E-05,0,0,0,2.68E-05,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S23mt, mitochondrial",0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S24e,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S25e,2.64E-05,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,8.39E-06,0,0,0,0,1.34E-05,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S26e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,7.82E-06,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S27Ae,0,0,0,0,4.05E-05,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S28e,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S29mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S2e (S5p),2.64E-05,0,8.66E-06,0,0,0,0,0,2.83E-05,0,0,2.21E-05,0,0,0,0,1.68E-05,0,0,0,0,1.34E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S2p (SAe),0.000871494,0.000739904,0.000502439,0.000617611,0.00093191,0.000702403,0.000651968,0.000848375,0.000932493,0.000449607,0.000718492,0.000751381,0.000429024,0.000659096,0.000598593,0.0006222,0.000545471,0.000739741,0.000797523,0.000564283,0.000627435,0.000857392,0.000689022,0.000912775
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S2p (SAe), mitochondrial",7.92E-05,1.30E-05,1.73E-05,0,2.03E-05,0,1.48E-05,0,0,3.00E-05,0,4.42E-05,0,0,0,4.15E-05,8.39E-06,0,0,0,1.74E-05,4.02E-05,9.99E-06,5.51E-05
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S30e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S33mt, mitochondrial",0,0,0,0,4.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S35mt, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S3Ae,0,2.60E-05,0,0,2.03E-05,3.70E-05,0,9.75E-06,0,1.50E-05,0,4.42E-05,1.87E-05,0,0,0,1.68E-05,2.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S3e (S3p),0,0,0,0,0,0,1.48E-05,0,0,0,0,2.21E-05,0,3.38E-05,0,0,0,0,0,2.56E-05,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S3p (S3e),0.000897903,0.000584135,0.000580403,0.000676431,0.000668544,0.000591497,0.000740872,0.000760612,0.000395603,0.000779318,0.000780969,0.000928177,0.00063421,0.000557696,0.000677652,0.00066368,0.000587431,0.000659769,0.000539501,0.000756653,0.000592577,0.000991359,0.000679036,0.000464256
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S3p (S3e), chloroplast",0.000211271,7.79E-05,4.33E-05,2.94E-05,0.000101295,3.70E-05,8.89E-05,1.95E-05,0,7.49E-05,1.56E-05,0,1.87E-05,3.38E-05,4.52E-05,8.30E-05,7.55E-05,2.00E-05,2.35E-05,0,7.84E-05,0.000147364,4.99E-05,0.000220325
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S3p (S3e), mitochondrial",0,2.60E-05,0,0,0,3.70E-05,0,0,0,1.50E-05,0,0,0,1.69E-05,0,0.00012444,1.68E-05,6.00E-05,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S4e,0,2.60E-05,0,0,0,3.70E-05,0,1.95E-05,0,0,0,4.42E-05,0,1.69E-05,0,4.15E-05,8.39E-06,0,0,0,0,0,9.99E-06,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S4p (S9e), chloroplast",0,0,0,0,0,0,0,1.95E-05,0,0,0,4.42E-05,0,0,0,4.15E-05,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S4p (S9e), mitochondrial",0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S5e (S7p),0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,6.76E-05,0,0,8.39E-06,0,0,0,0,2.68E-05,0,0
Protein Metabolism,Protein processing and modification,Ribosomal_protein_S5p_acylation,SSU ribosomal protein S5p (S2e),0.000369725,0.000324519,0.00028587,0.00023528,0.00036466,0.00025878,0.000340801,0.000438815,0.000508633,0.000524541,0.000531059,0.00041989,0.000279799,0.000540796,0.000248472,0.00053924,0.000411201,0.000619783,0.000453493,0.000359089,0.000435718,0.000468886,0.000319546,0.000385569
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S5p (S2e), chloroplast",0,0,0,0,0,0,1.48E-05,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S6e,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,4.15E-05,1.68E-05,2.00E-05,0,1.28E-05,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S6p,0.000184862,0.000220673,0.000138604,0.00014705,0.000263366,0.000295749,0.000237079,0.000302295,0.000565147,0.000329712,0.00026553,0.000132597,0.000205186,0.000185899,0.000259767,0.00024888,0.000159445,0.000189934,0.000281479,0.000153895,0.00027886,0.000147364,0.000139801,0.000243931
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S6p, chloroplast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87E-06
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S7e,0,1.30E-05,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,4.15E-05,0,4.00E-05,0,0,0,0,9.99E-06,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S7p (S5e),0.00047536,0.000441346,0.000459125,0.0002941,0.000445696,0.000554529,0.000414889,0.000497323,0.000480375,0.00067441,0.000437343,0.000618785,0.000354411,0.000422497,0.000282355,0.00078812,0.000469945,0.000409857,0.00054732,0.000294966,0.000409575,0.000281332,0.000419404,0.000684581
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_chloroplast,"SSU ribosomal protein S7p (S5e), chloroplast",5.28E-05,5.19E-05,0,0,0,0,4.45E-05,9.75E-06,0,0,1.56E-05,0,0,0,0,0.00016592,8.39E-06,2.00E-05,2.35E-05,0,3.49E-05,4.02E-05,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_mitochondrial,"SSU ribosomal protein S7p (S5e), mitochondrial",0,5.19E-05,1.73E-05,0,0,0,1.48E-05,9.75E-06,0,1.50E-05,0,0,0,1.69E-05,2.26E-05,8.30E-05,1.68E-05,2.00E-05,0,0,8.71E-06,4.02E-05,0,5.51E-05
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S8e,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,4.15E-05,8.39E-06,1.00E-05,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S8p (S15Ae),0.000686632,0.000571154,0.000372498,0.000617611,0.000688803,0.000480591,0.000414889,0.000604589,0.000395603,0.00047958,0.000562298,0.000662983,0.000540944,0.000354898,0.000406591,0.0006222,0.000637782,0.000349878,0.000375305,0.000384739,0.000453147,0.000509076,0.000319546,0.000511469
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_eukaryotic_and_archaeal,SSU ribosomal protein S9e (S4p),0,0,8.66E-06,2.94E-05,0,0,0,9.75E-06,0,1.50E-05,0,2.21E-05,0,3.38E-05,0,0,2.52E-05,0,0,0,0,0,0,0
Protein Metabolism,Protein biosynthesis,Ribosome_SSU_bacterial,SSU ribosomal protein S9p (S16e),0.000396134,0.00066202,0.000433137,0.000499971,0.000506473,0.000591497,0.000518611,0.00027304,0.000423861,0.000494567,0.000452962,0.000574586,0.000373065,0.000321098,0.000225884,0.00058072,0.000344067,0.000539811,0.000430037,0.000397563,0.000252717,0.000187554,0.00030956,0.000338356
